time,vehid,x,y,z,speed
26.00,veh37,-27041.50,3.50,0.50,27.25
26.00,veh38,-27785.00,0.00,0.50,27.50
26.00,veh39,-28528.50,3.50,0.50,27.75
27.00,veh0,486.00,0.00,0.50,18.00
27.00,veh1,-257.25,3.50,0.50,18.25
27.00,veh2,-1000.50,0.00,0.50,18.50
27.00,veh3,-1743.75,3.50,0.50,18.75
27.00,veh4,-2487.00,0.00,0.50,19.00
27.00,veh5,-3230.25,3.50,0.50,19.25
27.00,veh6,-3973.50,0.00,0.50,19.50
27.00,veh7,-4716.75,3.50,0.50,19.75
27.00,veh8,-5460.00,0.00,0.50,20.00
27.00,veh9,-6203.25,3.50,0.50,20.25
27.00,veh10,-6946.50,0.00,0.50,20.50
27.00,veh11,-7689.75,3.50,0.50,20.75
27.00,veh12,-8433.00,0.00,0.50,21.00
27.00,veh13,-9176.25,3.50,0.50,21.25
27.00,veh14,-9919.50,0.00,0.50,21.50
27.00,veh15,-10662.75,3.50,0.50,21.75
27.00,veh16,-11406.00,0.00,0.50,22.00
27.00,veh17,-12149.25,3.50,0.50,22.25
27.00,veh18,-12892.50,0.00,0.50,22.50
27.00,veh19,-13635.75,3.50,0.50,22.75
27.00,veh20,-14379.00,0.00,0.50,23.00
27.00,veh21,-15122.25,3.50,0.50,23.25
27.00,veh22,-15865.50,0.00,0.50,23.50
27.00,veh23,-16608.75,3.50,0.50,23.75
27.00,veh24,-17352.00,0.00,0.50,24.00
27.00,veh25,-18095.25,3.50,0.50,24.25
27.00,veh26,-18838.50,0.00,0.50,24.50
27.00,veh27,-19581.75,3.50,0.50,24.75
27.00,veh28,-20325.00,0.00,0.50,25.00
27.00,veh29,-21068.25,3.50,0.50,25.25
27.00,veh30,-21811.50,0.00,0.50,25.50
27.00,veh31,-22554.75,3.50,0.50,25.75
27.00,veh32,-23298.00,0.00,0.50,26.00
27.00,veh33,-24041.25,3.50,0.50,26.25
27.00,veh34,-24784.50,0.00,0.50,26.50
27.00,veh35,-25527.75,3.50,0.50,26.75
27.00,veh36,-26271.00,0.00,0.50,27.00
27.00,veh37,-27014.25,3.50,0.50,27.25
27.00,veh38,-27757.50,0.00,0.50,27.50
27.00,veh39,-28500.75,3.50,0.50,27.75
28.00,veh0,504.00,0.00,0.50,18.00
28.00,veh1,-239.00,3.50,0.50,18.25
28.00,veh2,-982.00,0.00,0.50,18.50
28.00,veh3,-1725.00,3.50,0.50,18.75
28.00,veh4,-2468.00,0.00,0.50,19.00
28.00,veh5,-3211.00,3.50,0.50,19.25
28.00,veh6,-3954.00,0.00,0.50,19.50
28.00,veh7,-4697.00,3.50,0.50,19.75
28.00,veh8,-5440.00,0.00,0.50,20.00
28.00,veh9,-6183.00,3.50,0.50,20.25
28.00,veh10,-6926.00,0.00,0.50,20.50
28.00,veh11,-7669.00,3.50,0.50,20.75
28.00,veh12,-8412.00,0.00,0.50,21.00
28.00,veh13,-9155.00,3.50,0.50,21.25
28.00,veh14,-9898.00,0.00,0.50,21.50
28.00,veh15,-10641.00,3.50,0.50,21.75
28.00,veh16,-11384.00,0.00,0.50,22.00
28.00,veh17,-12127.00,3.50,0.50,22.25
28.00,veh18,-12870.00,0.00,0.50,22.50
28.00,veh19,-13613.00,3.50,0.50,22.75
28.00,veh20,-14356.00,0.00,0.50,23.00
28.00,veh21,-15099.00,3.50,0.50,23.25
28.00,veh22,-15842.00,0.00,0.50,23.50
28.00,veh23,-16585.00,3.50,0.50,23.75
28.00,veh24,-17328.00,0.00,0.50,24.00
28.00,veh25,-18071.00,3.50,0.50,24.25
28.00,veh26,-18814.00,0.00,0.50,24.50
28.00,veh27,-19557.00,3.50,0.50,24.75
28.00,veh28,-20300.00,0.00,0.50,25.00
28.00,veh29,-21043.00,3.50,0.50,25.25
28.00,veh30,-21786.00,0.00,0.50,25.50
28.00,veh31,-22529.00,3.50,0.50,25.75
28.00,veh32,-23272.00,0.00,0.50,26.00
28.00,veh33,-24015.00,3.50,0.50,26.25
28.00,veh34,-24758.00,0.00,0.50,26.50
28.00,veh35,-25501.00,3.50,0.50,26.75
28.00,veh36,-26244.00,0.00,0.50,27.00
28.00,veh37,-26987.00,3.50,0.50,27.25
28.00,veh38,-27730.00,0.00,0.50,27.50
28.00,veh39,-28473.00,3.50,0.50,27.75
29.00,veh0,522.00,0.00,0.50,18.00
29.00,veh1,-220.75,3.50,0.50,18.25
29.00,veh2,-963.50,0.00,0.50,18.50
29.00,veh3,-1706.25,3.50,0.50,18.75
29.00,veh4,-2449.00,0.00,0.50,19.00
29.00,veh5,-3191.75,3.50,0.50,19.25
29.00,veh6,-3934.50,0.00,0.50,19.50
29.00,veh7,-4677.25,3.50,0.50,19.75
29.00,veh8,-5420.00,0.00,0.50,20.00
29.00,veh9,-6162.75,3.50,0.50,20.25
29.00,veh10,-6905.50,0.00,0.50,20.50
29.00,veh11,-7648.25,3.50,0.50,20.75
29.00,veh12,-8391.00,0.00,0.50,21.00
29.00,veh13,-9133.75,3.50,0.50,21.25
29.00,veh14,-9876.50,0.00,0.50,21.50
29.00,veh15,-10619.25,3.50,0.50,21.75
29.00,veh16,-11362.00,0.00,0.50,22.00
29.00,veh17,-12104.75,3.50,0.50,22.25
29.00,veh18,-12847.50,0.00,0.50,22.50
29.00,veh19,-13590.25,3.50,0.50,22.75
29.00,veh20,-14333.00,0.00,0.50,23.00
29.00,veh21,-15075.75,3.50,0.50,23.25
29.00,veh22,-15818.50,0.00,0.50,23.50
29.00,veh23,-16561.25,3.50,0.50,23.75
29.00,veh24,-17304.00,0.00,0.50,24.00
29.00,veh25,-18046.75,3.50,0.50,24.25
29.00,veh26,-18789.50,0.00,0.50,24.50
29.00,veh27,-19532.25,3.50,0.50,24.75
29.00,veh28,-20275.00,0.00,0.50,25.00
29.00,veh29,-21017.75,3.50,0.50,25.25
29.00,veh30,-21760.50,0.00,0.50,25.50
29.00,veh31,-22503.25,3.50,0.50,25.75
29.00,veh32,-23246.00,0.00,0.50,26.00
29.00,veh33,-23988.75,3.50,0.50,26.25
29.00,veh34,-24731.50,0.00,0.50,26.50
29.00,veh35,-25474.25,3.50,0.50,26.75
29.00,veh36,-26217.00,0.00,0.50,27.00
29.00,veh37,-26959.75,3.50,0.50,27.25
29.00,veh38,-27702.50,0.00,0.50,27.50
29.00,veh39,-28445.25,3.50,0.50,27.75
30.00,veh0,540.00,0.00,0.50,18.00
30.00,veh1,-202.50,3.50,0.50,18.25
30.00,veh2,-945.00,0.00,0.50,18.50
30.00,veh3,-1687.50,3.50,0.50,18.75
30.00,veh4,-2430.00,0.00,0.50,19.00
30.00,veh5,-3172.50,3.50,0.50,19.25
30.00,veh6,-3915.00,0.00,0.50,19.50
30.00,veh7,-4657.50,3.50,0.50,19.75
30.00,veh8,-5400.00,0.00,0.50,20.00
30.00,veh9,-6142.50,3.50,0.50,20.25
30.00,veh10,-6885.00,0.00,0.50,20.50
30.00,veh11,-7627.50,3.50,0.50,20.75
30.00,veh12,-8370.00,0.00,0.50,21.00
30.00,veh13,-9112.50,3.50,0.50,21.25
30.00,veh14,-9855.00,0.00,0.50,21.50
30.00,veh15,-10597.50,3.50,0.50,21.75
30.00,veh16,-11340.00,0.00,0.50,22.00
30.00,veh17,-12082.50,3.50,0.50,22.25
30.00,veh18,-12825.00,0.00,0.50,22.50
30.00,veh19,-13567.50,3.50,0.50,22.75
30.00,veh20,-14310.00,0.00,0.50,23.00
30.00,veh21,-15052.50,3.50,0.50,23.25
30.00,veh22,-15795.00,0.00,0.50,23.50
30.00,veh23,-16537.50,3.50,0.50,23.75
30.00,veh24,-17280.00,0.00,0.50,24.00
30.00,veh25,-18022.50,3.50,0.50,24.25
30.00,veh26,-18765.00,0.00,0.50,24.50
30.00,veh27,-19507.50,3.50,0.50,24.75
30.00,veh28,-20250.00,0.00,0.50,25.00
30.00,veh29,-20992.50,3.50,0.50,25.25
30.00,veh30,-21735.00,0.00,0.50,25.50
30.00,veh31,-22477.50,3.50,0.50,25.75
30.00,veh32,-23220.00,0.00,0.50,26.00
30.00,veh33,-23962.50,3.50,0.50,26.25
30.00,veh34,-24705.00,0.00,0.50,26.50
30.00,veh35,-25447.50,3.50,0.50,26.75
30.00,veh36,-26190.00,0.00,0.50,27.00
30.00,veh37,-26932.50,3.50,0.50,27.25
30.00,veh38,-27675.00,0.00,0.50,27.50
30.00,veh39,-28417.50,3.50,0.50,27.75
31.00,veh0,558.00,0.00,0.50,18.00
31.00,veh1,-184.25,3.50,0.50,18.25
31.00,veh2,-926.50,0.00,0.50,18.50
31.00,veh3,-1668.75,3.50,0.50,18.75
31.00,veh4,-2411.00,0.00,0.50,19.00
31.00,veh5,-3153.25,3.50,0.50,19.25
31.00,veh6,-3895.50,0.00,0.50,19.50
31.00,veh7,-4637.75,3.50,0.50,19.75
31.00,veh8,-5380.00,0.00,0.50,20.00
31.00,veh9,-6122.25,3.50,0.50,20.25
31.00,veh10,-6864.50,0.00,0.50,20.50
31.00,veh11,-7606.75,3.50,0.50,20.75
31.00,veh12,-8349.00,0.00,0.50,21.00
31.00,veh13,-9091.25,3.50,0.50,21.25
31.00,veh14,-9833.50,0.00,0.50,21.50
31.00,veh15,-10575.75,3.50,0.50,21.75
31.00,veh16,-11318.00,0.00,0.50,22.00
31.00,veh17,-12060.25,3.50,0.50,22.25
31.00,veh18,-12802.50,0.00,0.50,22.50
31.00,veh19,-13544.75,3.50,0.50,22.75
31.00,veh20,-14287.00,0.00,0.50,23.00
31.00,veh21,-15029.25,3.50,0.50,23.25
31.00,veh22,-15771.50,0.00,0.50,23.50
31.00,veh23,-16513.75,3.50,0.50,23.75
31.00,veh24,-17256.00,0.00,0.50,24.00
31.00,veh25,-17998.25,3.50,0.50,24.25
31.00,veh26,-18740.50,0.00,0.50,24.50
31.00,veh27,-19482.75,3.50,0.50,24.75
31.00,veh28,-20225.00,0.00,0.50,25.00
31.00,veh29,-20967.25,3.50,0.50,25.25
31.00,veh30,-21709.50,0.00,0.50,25.50
31.00,veh31,-22451.75,3.50,0.50,25.75
31.00,veh32,-23194.00,0.00,0.50,26.00
31.00,veh33,-23936.25,3.50,0.50,26.25
31.00,veh34,-24678.50,0.00,0.50,26.50
31.00,veh35,-25420.75,3.50,0.50,26.75
31.00,veh36,-26163.00,0.00,0.50,27.00
31.00,veh37,-26905.25,3.50,0.50,27.25
31.00,veh38,-27647.50,0.00,0.50,27.50
31.00,veh39,-28389.75,3.50,0.50,27.75
32.00,veh0,576.00,0.00,0.50,18.00
32.00,veh1,-166.00,3.50,0.50,18.25
32.00,veh2,-908.00,0.00,0.50,18.50
32.00,veh3,-1650.00,3.50,0.50,18.75
32.00,veh4,-2392.00,0.00,0.50,19.00
32.00,veh5,-3134.00,3.50,0.50,19.25
32.00,veh6,-3876.00,0.00,0.50,19.50
32.00,veh7,-4618.00,3.50,0.50,19.75
32.00,veh8,-5360.00,0.00,0.50,20.00
32.00,veh9,-6102.00,3.50,0.50,20.25
32.00,veh10,-6844.00,0.00,0.50,20.50
32.00,veh11,-7586.00,3.50,0.50,20.75
32.00,veh12,-8328.00,0.00,0.50,21.00
32.00,veh13,-9070.00,3.50,0.50,21.25
32.00,veh14,-9812.00,0.00,0.50,21.50
32.00,veh15,-10554.00,3.50,0.50,21.75
32.00,veh16,-11296.00,0.00,0.50,22.00
32.00,veh17,-12038.00,3.50,0.50,22.25
32.00,veh18,-12780.00,0.00,0.50,22.50
32.00,veh19,-13522.00,3.50,0.50,22.75
32.00,veh20,-14264.00,0.00,0.50,23.00
32.00,veh21,-15006.00,3.50,0.50,23.25
32.00,veh22,-15748.00,0.00,0.50,23.50
32.00,veh23,-16490.00,3.50,0.50,23.75
32.00,veh24,-17232.00,0.00,0.50,24.00
32.00,veh25,-17974.00,3.50,0.50,24.25
32.00,veh26,-18716.00,0.00,0.50,24.50
32.00,veh27,-19458.00,3.50,0.50,24.75
32.00,veh28,-20200.00,0.00,0.50,25.00
32.00,veh29,-20942.00,3.50,0.50,25.25
32.00,veh30,-21684.00,0.00,0.50,25.50
32.00,veh31,-22426.00,3.50,0.50,25.75
32.00,veh32,-23168.00,0.00,0.50,26.00
32.00,veh33,-23910.00,3.50,0.50,26.25
32.00,veh34,-24652.00,0.00,0.50,26.50
32.00,veh35,-25394.00,3.50,0.50,26.75
32.00,veh36,-26136.00,0.00,0.50,27.00
32.00,veh37,-26878.00,3.50,0.50,27.25
32.00,veh38,-27620.00,0.00,0.50,27.50
32.00,veh39,-28362.00,3.50,0.50,27.75
33.00,veh0,594.00,0.00,0.50,18.00
33.00,veh1,-147.75,3.50,0.50,18.25
33.00,veh2,-889.50,0.00,0.50,18.50
33.00,veh3,-1631.25,3.50,0.50,18.75
33.00,veh4,-2373.00,0.00,0.50,19.00
33.00,veh5,-3114.75,3.50,0.50,19.25
33.00,veh6,-3856.50,0.00,0.50,19.50
33.00,veh7,-4598.25,3.50,0.50,19.75
33.00,veh8,-5340.00,0.00,0.50,20.00
33.00,veh9,-6081.75,3.50,0.50,20.25
33.00,veh10,-6823.50,0.00,0.50,20.50
33.00,veh11,-7565.25,3.50,0.50,20.75
33.00,veh12,-8307.00,0.00,0.50,21.00
33.00,veh13,-9048.75,3.50,0.50,21.25
33.00,veh14,-9790.50,0.00,0.50,21.50
33.00,veh15,-10532.25,3.50,0.50,21.75
33.00,veh16,-11274.00,0.00,0.50,22.00
33.00,veh17,-12015.75,3.50,0.50,22.25
33.00,veh18,-12757.50,0.00,0.50,22.50
33.00,veh19,-13499.25,3.50,0.50,22.75
33.00,veh20,-14241.00,0.00,0.50,23.00
33.00,veh21,-14982.75,3.50,0.50,23.25
33.00,veh22,-15724.50,0.00,0.50,23.50
33.00,veh23,-16466.25,3.50,0.50,23.75
33.00,veh24,-17208.00,0.00,0.50,24.00
33.00,veh25,-17949.75,3.50,0.50,24.25
33.00,veh26,-18691.50,0.00,0.50,24.50
33.00,veh27,-19433.25,3.50,0.50,24.75
33.00,veh28,-20175.00,0.00,0.50,25.00
33.00,veh29,-20916.75,3.50,0.50,25.25
33.00,veh30,-21658.50,0.00,0.50,25.50
33.00,veh31,-22400.25,3.50,0.50,25.75
33.00,veh32,-23142.00,0.00,0.50,26.00
33.00,veh33,-23883.75,3.50,0.50,26.25
33.00,veh34,-24625.50,0.00,0.50,26.50
33.00,veh35,-25367.25,3.50,0.50,26.75
33.00,veh36,-26109.00,0.00,0.50,27.00
33.00,veh37,-26850.75,3.50,0.50,27.25
33.00,veh38,-27592.50,0.00,0.50,27.50
33.00,veh39,-28334.25,3.50,0.50,27.75
34.00,veh0,612.00,0.00,0.50,18.00
34.00,veh1,-129.50,3.50,0.50,18.25
34.00,veh2,-871.00,0.00,0.50,18.50
34.00,veh3,-1612.50,3.50,0.50,18.75
34.00,veh4,-2354.00,0.00,0.50,19.00
34.00,veh5,-3095.50,3.50,0.50,19.25
34.00,veh6,-3837.00,0.00,0.50,19.50
34.00,veh7,-4578.50,3.50,0.50,19.75
34.00,veh8,-5320.00,0.00,0.50,20.00
34.00,veh9,-6061.50,3.50,0.50,20.25
34.00,veh10,-6803.00,0.00,0.50,20.50
34.00,veh11,-7544.50,3.50,0.50,20.75
34.00,veh12,-8286.00,0.00,0.50,21.00
34.00,veh13,-9027.50,3.50,0.50,21.25
34.00,veh14,-9769.00,0.00,0.50,21.50
34.00,veh15,-10510.50,3.50,0.50,21.75
34.00,veh16,-11252.00,0.00,0.50,22.00
34.00,veh17,-11993.50,3.50,0.50,22.25
34.00,veh18,-12735.00,0.00,0.50,22.50
34.00,veh19,-13476.50,3.50,0.50,22.75
34.00,veh20,-14218.00,0.00,0.50,23.00
34.00,veh21,-14959.50,3.50,0.50,23.25
34.00,veh22,-15701.00,0.00,0.50,23.50
34.00,veh23,-16442.50,3.50,0.50,23.75
34.00,veh24,-17184.00,0.00,0.50,24.00
34.00,veh25,-17925.50,3.50,0.50,24.25
34.00,veh26,-18667.00,0.00,0.50,24.50
34.00,veh27,-19408.50,3.50,0.50,24.75
34.00,veh28,-20150.00,0.00,0.50,25.00
34.00,veh29,-20891.50,3.50,0.50,25.25
34.00,veh30,-21633.00,0.00,0.50,25.50
34.00,veh31,-22374.50,3.50,0.50,25.75
34.00,veh32,-23116.00,0.00,0.50,26.00
34.00,veh33,-23857.50,3.50,0.50,26.25
34.00,veh34,-24599.00,0.00,0.50,26.50
34.00,veh35,-25340.50,3.50,0.50,26.75
34.00,veh36,-26082.00,0.00,0.50,27.00
34.00,veh37,-26823.50,3.50,0.50,27.25
34.00,veh38,-27565.00,0.00,0.50,27.50
34.00,veh39,-28306.50,3.50,0.50,27.75
35.00,veh0,630.00,0.00,0.50,18.00
35.00,veh1,-111.25,3.50,0.50,18.25
35.00,veh2,-852.50,0.00,0.50,18.50
35.00,veh3,-1593.75,3.50,0.50,18.75
35.00,veh4,-2335.00,0.00,0.50,19.00
35.00,veh5,-3076.25,3.50,0.50,19.25
35.00,veh6,-3817.50,0.00,0.50,19.50
35.00,veh7,-4558.75,3.50,0.50,19.75
35.00,veh8,-5300.00,0.00,0.50,20.00
35.00,veh9,-6041.25,3.50,0.50,20.25
35.00,veh10,-6782.50,0.00,0.50,20.50
35.00,veh11,-7523.75,3.50,0.50,20.75
35.00,veh12,-8265.00,0.00,0.50,21.00
35.00,veh13,-9006.25,3.50,0.50,21.25
35.00,veh14,-9747.50,0.00,0.50,21.50
35.00,veh15,-10488.75,3.50,0.50,21.75
35.00,veh16,-11230.00,0.00,0.50,22.00
35.00,veh17,-11971.25,3.50,0.50,22.25
35.00,veh18,-12712.50,0.00,0.50,22.50
35.00,veh19,-13453.75,3.50,0.50,22.75
35.00,veh20,-14195.00,0.00,0.50,23.00
35.00,veh21,-14936.25,3.50,0.50,23.25
35.00,veh22,-15677.50,0.00,0.50,23.50
35.00,veh23,-16418.75,3.50,0.50,23.75
35.00,veh24,-17160.00,0.00,0.50,24.00
35.00,veh25,-17901.25,3.50,0.50,24.25
35.00,veh26,-18642.50,0.00,0.50,24.50
35.00,veh27,-19383.75,3.50,0.50,24.75
35.00,veh28,-20125.00,0.00,0.50,25.00
35.00,veh29,-20866.25,3.50,0.50,25.25
35.00,veh30,-21607.50,0.00,0.50,25.50
35.00,veh31,-22348.75,3.50,0.50,25.75
35.00,veh32,-23090.00,0.00,0.50,26.00
35.00,veh33,-23831.25,3.50,0.50,26.25
35.00,veh34,-24572.50,0.00,0.50,26.50
35.00,veh35,-25313.75,3.50,0.50,26.75
35.00,veh36,-26055.00,0.00,0.50,27.00
35.00,veh37,-26796.25,3.50,0.50,27.25
35.00,veh38,-27537.50,0.00,0.50,27.50
35.00,veh39,-28278.75,3.50,0.50,27.75
36.00,veh0,648.00,0.00,0.50,18.00
36.00,veh1,-93.00,3.50,0.50,18.25
36.00,veh2,-834.00,0.00,0.50,18.50
36.00,veh3,-1575.00,3.50,0.50,18.75
36.00,veh4,-2316.00,0.00,0.50,19.00
36.00,veh5,-3057.00,3.50,0.50,19.25
36.00,veh6,-3798.00,0.00,0.50,19.50
36.00,veh7,-4539.00,3.50,0.50,19.75
36.00,veh8,-5280.00,0.00,0.50,20.00
36.00,veh9,-6021.00,3.50,0.50,20.25
36.00,veh10,-6762.00,0.00,0.50,20.50
36.00,veh11,-7503.00,3.50,0.50,20.75
36.00,veh12,-8244.00,0.00,0.50,21.00
36.00,veh13,-8985.00,3.50,0.50,21.25
36.00,veh14,-9726.00,0.00,0.50,21.50
36.00,veh15,-10467.00,3.50,0.50,21.75
36.00,veh16,-11208.00,0.00,0.50,22.00
36.00,veh17,-11949.00,3.50,0.50,22.25
36.00,veh18,-12690.00,0.00,0.50,22.50
36.00,veh19,-13431.00,3.50,0.50,22.75
36.00,veh20,-14172.00,0.00,0.50,23.00
36.00,veh21,-14913.00,3.50,0.50,23.25
36.00,veh22,-15654.00,0.00,0.50,23.50
36.00,veh23,-16395.00,3.50,0.50,23.75
36.00,veh24,-17136.00,0.00,0.50,24.00
36.00,veh25,-17877.00,3.50,0.50,24.25
36.00,veh26,-18618.00,0.00,0.50,24.50
36.00,veh27,-19359.00,3.50,0.50,24.75
36.00,veh28,-20100.00,0.00,0.50,25.00
36.00,veh29,-20841.00,3.50,0.50,25.25
36.00,veh30,-21582.00,0.00,0.50,25.50
36.00,veh31,-22323.00,3.50,0.50,25.75
36.00,veh32,-23064.00,0.00,0.50,26.00
36.00,veh33,-23805.00,3.50,0.50,26.25
36.00,veh34,-24546.00,0.00,0.50,26.50
36.00,veh35,-25287.00,3.50,0.50,26.75
36.00,veh36,-26028.00,0.00,0.50,27.00
36.00,veh37,-26769.00,3.50,0.50,27.25
36.00,veh38,-27510.00,0.00,0.50,27.50
36.00,veh39,-28251.00,3.50,0.50,27.75
37.00,veh0,666.00,0.00,0.50,18.00
37.00,veh1,-74.75,3.50,0.50,18.25
37.00,veh2,-815.50,0.00,0.50,18.50
37.00,veh3,-1556.25,3.50,0.50,18.75
37.00,veh4,-2297.00,0.00,0.50,19.00
37.00,veh5,-3037.75,3.50,0.50,19.25
37.00,veh6,-3778.50,0.00,0.50,19.50
37.00,veh7,-4519.25,3.50,0.50,19.75
37.00,veh8,-5260.00,0.00,0.50,20.00
37.00,veh9,-6000.75,3.50,0.50,20.25
37.00,veh10,-6741.50,0.00,0.50,20.50
37.00,veh11,-7482.25,3.50,0.50,20.75
37.00,veh12,-8223.00,0.00,0.50,21.00
37.00,veh13,-8963.75,3.50,0.50,21.25
37.00,veh14,-9704.50,0.00,0.50,21.50
37.00,veh15,-10445.25,3.50,0.50,21.75
37.00,veh16,-11186.00,0.00,0.50,22.00
37.00,veh17,-11926.75,3.50,0.50,22.25
37.00,veh18,-12667.50,0.00,0.50,22.50
37.00,veh19,-13408.25,3.50,0.50,22.75
37.00,veh20,-14149.00,0.00,0.50,23.00
37.00,veh21,-14889.75,3.50,0.50,23.25
37.00,veh22,-15630.50,0.00,0.50,23.50
37.00,veh23,-16371.25,3.50,0.50,23.75
37.00,veh24,-17112.00,0.00,0.50,24.00
37.00,veh25,-17852.75,3.50,0.50,24.25
37.00,veh26,-18593.50,0.00,0.50,24.50
37.00,veh27,-19334.25,3.50,0.50,24.75
37.00,veh28,-20075.00,0.00,0.50,25.00
37.00,veh29,-20815.75,3.50,0.50,25.25
37.00,veh30,-21556.50,0.00,0.50,25.50
37.00,veh31,-22297.25,3.50,0.50,25.75
37.00,veh32,-23038.00,0.00,0.50,26.00
37.00,veh33,-23778.75,3.50,0.50,26.25
37.00,veh34,-24519.50,0.00,0.50,26.50
37.00,veh35,-25260.25,3.50,0.50,26.75
37.00,veh36,-26001.00,0.00,0.50,27.00
37.00,veh37,-26741.75,3.50,0.50,27.25
37.00,veh38,-27482.50,0.00,0.50,27.50
37.00,veh39,-28223.25,3.50,0.50,27.75
38.00,veh0,684.00,0.00,0.50,18.00
38.00,veh1,-56.50,3.50,0.50,18.25
38.00,veh2,-797.00,0.00,0.50,18.50
38.00,veh3,-1537.50,3.50,0.50,18.75
38.00,veh4,-2278.00,0.00,0.50,19.00
38.00,veh5,-3018.50,3.50,0.50,19.25
38.00,veh6,-3759.00,0.00,0.50,19.50
38.00,veh7,-4499.50,3.50,0.50,19.75
38.00,veh8,-5240.00,0.00,0.50,20.00
38.00,veh9,-5980.50,3.50,0.50,20.25
38.00,veh10,-6721.00,0.00,0.50,20.50
38.00,veh11,-7461.50,3.50,0.50,20.75
38.00,veh12,-8202.00,0.00,0.50,21.00
38.00,veh13,-8942.50,3.50,0.50,21.25
38.00,veh14,-9683.00,0.00,0.50,21.50
38.00,veh15,-10423.50,3.50,0.50,21.75
38.00,veh16,-11164.00,0.00,0.50,22.00
38.00,veh17,-11904.50,3.50,0.50,22.25
38.00,veh18,-12645.00,0.00,0.50,22.50
38.00,veh19,-13385.50,3.50,0.50,22.75
38.00,veh20,-14126.00,0.00,0.50,23.00
38.00,veh21,-14866.50,3.50,0.50,23.25
38.00,veh22,-15607.00,0.00,0.50,23.50
38.00,veh23,-16347.50,3.50,0.50,23.75
38.00,veh24,-17088.00,0.00,0.50,24.00
38.00,veh25,-17828.50,3.50,0.50,24.25
38.00,veh26,-18569.00,0.00,0.50,24.50
38.00,veh27,-19309.50,3.50,0.50,24.75
38.00,veh28,-20050.00,0.00,0.50,25.00
38.00,veh29,-20790.50,3.50,0.50,25.25
38.00,veh30,-21531.00,0.00,0.50,25.50
38.00,veh31,-22271.50,3.50,0.50,25.75
38.00,veh32,-23012.00,0.00,0.50,26.00
38.00,veh33,-23752.50,3.50,0.50,26.25
38.00,veh34,-24493.00,0.00,0.50,26.50
38.00,veh35,-25233.50,3.50,0.50,26.75
38.00,veh36,-25974.00,0.00,0.50,27.00
38.00,veh37,-26714.50,3.50,0.50,27.25
38.00,veh38,-27455.00,0.00,0.50,27.50
38.00,veh39,-28195.50,3.50,0.50,27.75
39.00,veh0,702.00,0.00,0.50,18.00
39.00,veh1,-38.25,3.50,0.50,18.25
39.00,veh2,-778.50,0.00,0.50,18.50
39.00,veh3,-1518.75,3.50,0.50,18.75
39.00,veh4,-2259.00,0.00,0.50,19.00
39.00,veh5,-2999.25,3.50,0.50,19.25
39.00,veh6,-3739.50,0.00,0.50,19.50
39.00,veh7,-4479.75,3.50,0.50,19.75
39.00,veh8,-5220.00,0.00,0.50,20.00
39.00,veh9,-5960.25,3.50,0.50,20.25
39.00,veh10,-6700.50,0.00,0.50,20.50
39.00,veh11,-7440.75,3.50,0.50,20.75
39.00,veh12,-8181.00,0.00,0.50,21.00
39.00,veh13,-8921.25,3.50,0.50,21.25
39.00,veh14,-9661.50,0.00,0.50,21.50
39.00,veh15,-10401.75,3.50,0.50,21.75
39.00,veh16,-11142.00,0.00,0.50,22.00
39.00,veh17,-11882.25,3.50,0.50,22.25
39.00,veh18,-12622.50,0.00,0.50,22.50
39.00,veh19,-13362.75,3.50,0.50,22.75
39.00,veh20,-14103.00,0.00,0.50,23.00
39.00,veh21,-14843.25,3.50,0.50,23.25
39.00,veh22,-15583.50,0.00,0.50,23.50
39.00,veh23,-16323.75,3.50,0.50,23.75
39.00,veh24,-17064.00,0.00,0.50,24.00
39.00,veh25,-17804.25,3.50,0.50,24.25
39.00,veh26,-18544.50,0.00,0.50,24.50
39.00,veh27,-19284.75,3.50,0.50,24.75
39.00,veh28,-20025.00,0.00,0.50,25.00
39.00,veh29,-20765.25,3.50,0.50,25.25
39.00,veh30,-21505.50,0.00,0.50,25.50
39.00,veh31,-22245.75,3.50,0.50,25.75
39.00,veh32,-22986.00,0.00,0.50,26.00
39.00,veh33,-23726.25,3.50,0.50,26.25
39.00,veh34,-24466.50,0.00,0.50,26.50
39.00,veh35,-25206.75,3.50,0.50,26.75
39.00,veh36,-25947.00,0.00,0.50,27.00
39.00,veh37,-26687.25,3.50,0.50,27.25
39.00,veh38,-27427.50,0.00,0.50,27.50
39.00,veh39,-28167.75,3.50,0.50,27.75
40.00,veh0,720.00,0.00,0.50,18.00
40.00,veh1,-20.00,3.50,0.50,18.25
40.00,veh2,-760.00,0.00,0.50,18.50
40.00,veh3,-1500.00,3.50,0.50,18.75
40.00,veh4,-2240.00,0.00,0.50,19.00
40.00,veh5,-2980.00,3.50,0.50,19.25
40.00,veh6,-3720.00,0.00,0.50,19.50
40.00,veh7,-4460.00,3.50,0.50,19.75
40.00,veh8,-5200.00,0.00,0.50,20.00
40.00,veh9,-5940.00,3.50,0.50,20.25
40.00,veh10,-6680.00,0.00,0.50,20.50
40.00,veh11,-7420.00,3.50,0.50,20.75
40.00,veh12,-8160.00,0.00,0.50,21.00
40.00,veh13,-8900.00,3.50,0.50,21.25
40.00,veh14,-9640.00,0.00,0.50,21.50
40.00,veh15,-10380.00,3.50,0.50,21.75
40.00,veh16,-11120.00,0.00,0.50,22.00
